# -------------------------
Cluster: 15000002;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 24
aux_nodes           : 512
aux_layers          : 3
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 56.252865 | Val loss: 24.903554 | epoch time: 2.56s
Epoch 001 | Train loss: 23.664572 | Val loss: 22.745187 | epoch time: 2.17s
Epoch 002 | Train loss: 22.364095 | Val loss: 21.225311 | epoch time: 2.44s
Epoch 003 | Train loss: 21.245643 | Val loss: 20.195259 | epoch time: 2.16s
Epoch 004 | Train loss: 19.919599 | Val loss: 19.786174 | epoch time: 2.41s
Epoch 005 | Train loss: 19.431574 | Val loss: 19.107088 | epoch time: 2.32s
Epoch 006 | Train loss: 18.762677 | Val loss: 18.592958 | epoch time: 2.57s
Epoch 007 | Train loss: 17.797701 | Val loss: 17.473121 | epoch time: 2.35s
Epoch 008 | Train loss: 17.503807 | Val loss: 17.767006 | epoch time: 2.32s
Epoch 009 | Train loss: 17.249190 | Val loss: 17.060680 | epoch time: 2.34s
Epoch 010 | Train loss: 16.613574 | Val loss: 16.404635 | epoch time: 2.29s
Epoch 011 | Train loss: 16.212640 | Val loss: 15.849244 | epoch time: 2.35s
Epoch 012 | Train loss: 15.976178 | Val loss: 16.346666 | epoch time: 2.55s
Epoch 013 | Train loss: 15.935252 | Val loss: 15.947818 | epoch time: 2.29s
Epoch 014 | Train loss: 15.487487 | Val loss: 15.884521 | epoch time: 2.34s
Epoch 015 | Train loss: 15.300589 | Val loss: 15.116161 | epoch time: 2.15s
Epoch 016 | Train loss: 15.080208 | Val loss: 14.989405 | epoch time: 2.23s
Epoch 017 | Train loss: 14.671240 | Val loss: 15.151821 | epoch time: 2.18s
Epoch 018 | Train loss: 14.454429 | Val loss: 14.589119 | epoch time: 2.36s
Epoch 019 | Train loss: 14.458423 | Val loss: 14.770098 | epoch time: 2.19s
Epoch 020 | Train loss: 14.318270 | Val loss: 14.578324 | epoch time: 2.34s
Epoch 021 | Train loss: 13.951644 | Val loss: 14.370625 | epoch time: 2.34s
Epoch 022 | Train loss: 13.912148 | Val loss: 13.892989 | epoch time: 2.21s
Epoch 023 | Train loss: 13.711873 | Val loss: 14.032809 | epoch time: 2.42s
Epoch 024 | Train loss: 13.839140 | Val loss: 14.487893 | epoch time: 2.27s
Epoch 025 | Train loss: 13.721429 | Val loss: 13.757986 | epoch time: 2.41s
Epoch 026 | Train loss: 13.488111 | Val loss: 13.457712 | epoch time: 2.27s
Epoch 027 | Train loss: 13.448370 | Val loss: 14.766212 | epoch time: 2.41s
Epoch 028 | Train loss: 13.881168 | Val loss: 13.754026 | epoch time: 2.16s
Epoch 029 | Train loss: 13.053367 | Val loss: 13.129514 | epoch time: 2.30s
