# -------------------------
Cluster: 15000000;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 3
n_splines_bins      : 24
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 88.659599 | Val loss: 33.934852 | epoch time: 3.23s
Epoch 001 | Train loss: 29.677047 | Val loss: 26.928206 | epoch time: 2.73s
Epoch 002 | Train loss: 24.807963 | Val loss: 24.289509 | epoch time: 2.94s
Epoch 003 | Train loss: 23.467972 | Val loss: 23.003673 | epoch time: 2.81s
Epoch 004 | Train loss: 22.482372 | Val loss: 21.477882 | epoch time: 3.02s
Epoch 005 | Train loss: 21.446737 | Val loss: 20.258634 | epoch time: 2.94s
Epoch 006 | Train loss: 19.961121 | Val loss: 19.169221 | epoch time: 2.94s
Epoch 007 | Train loss: 19.256665 | Val loss: 19.512493 | epoch time: 2.89s
Epoch 008 | Train loss: 18.329213 | Val loss: 18.215665 | epoch time: 2.90s
Epoch 009 | Train loss: 17.718941 | Val loss: 18.047082 | epoch time: 2.91s
Epoch 010 | Train loss: 16.865050 | Val loss: 17.100967 | epoch time: 2.93s
Epoch 011 | Train loss: 16.963885 | Val loss: 17.001121 | epoch time: 3.03s
Epoch 012 | Train loss: 16.279531 | Val loss: 15.527651 | epoch time: 2.94s
Epoch 013 | Train loss: 15.309898 | Val loss: 14.988220 | epoch time: 2.80s
Epoch 014 | Train loss: 15.019256 | Val loss: 15.248239 | epoch time: 3.00s
Epoch 015 | Train loss: 15.581297 | Val loss: 14.940649 | epoch time: 2.83s
Epoch 016 | Train loss: 15.018500 | Val loss: 14.283749 | epoch time: 2.84s
Epoch 017 | Train loss: 14.618402 | Val loss: 15.073083 | epoch time: 2.84s
Epoch 018 | Train loss: 14.533965 | Val loss: 15.054846 | epoch time: 2.93s
