# -------------------------
Cluster: 14999998;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 50
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 55.892242 | Val loss: 30.345609 | epoch time: 2.88s
Epoch 001 | Train loss: 26.022315 | Val loss: 25.001070 | epoch time: 2.25s
Epoch 002 | Train loss: 23.583397 | Val loss: 22.714395 | epoch time: 2.44s
Epoch 003 | Train loss: 21.847728 | Val loss: 21.432400 | epoch time: 2.37s
Epoch 004 | Train loss: 21.119969 | Val loss: 20.868766 | epoch time: 2.45s
Epoch 005 | Train loss: 19.870727 | Val loss: 19.249368 | epoch time: 2.53s
Epoch 006 | Train loss: 18.930160 | Val loss: 18.055412 | epoch time: 2.55s
Epoch 007 | Train loss: 18.316076 | Val loss: 17.927880 | epoch time: 2.40s
Epoch 008 | Train loss: 17.822227 | Val loss: 18.052385 | epoch time: 2.41s
Epoch 009 | Train loss: 17.387855 | Val loss: 16.967175 | epoch time: 2.47s
Epoch 010 | Train loss: 17.066504 | Val loss: 17.280290 | epoch time: 2.47s
Epoch 011 | Train loss: 17.004634 | Val loss: 17.021774 | epoch time: 2.42s
Epoch 012 | Train loss: 16.605855 | Val loss: 17.515367 | epoch time: 2.46s
Epoch 013 | Train loss: 16.440904 | Val loss: 16.771567 | epoch time: 2.35s
Epoch 014 | Train loss: 16.042161 | Val loss: 16.585566 | epoch time: 2.52s
Epoch 015 | Train loss: 16.478935 | Val loss: 16.118115 | epoch time: 2.42s
Epoch 016 | Train loss: 15.946280 | Val loss: 15.610839 | epoch time: 2.38s
Epoch 017 | Train loss: 15.819906 | Val loss: 16.107320 | epoch time: 2.40s
Epoch 018 | Train loss: 15.782646 | Val loss: 15.806927 | epoch time: 2.43s
Epoch 019 | Train loss: 15.796228 | Val loss: 16.480687 | epoch time: 2.27s
Epoch 020 | Train loss: 15.579952 | Val loss: 15.715484 | epoch time: 2.43s
Epoch 021 | Train loss: 15.379201 | Val loss: 15.826191 | epoch time: 2.52s
Epoch 022 | Train loss: 15.158673 | Val loss: 15.094155 | epoch time: 2.40s
Epoch 023 | Train loss: 14.955586 | Val loss: 14.965195 | epoch time: 2.54s
Epoch 024 | Train loss: 14.846993 | Val loss: 15.618408 | epoch time: 2.38s
Epoch 025 | Train loss: 15.098898 | Val loss: 15.201529 | epoch time: 2.55s
Epoch 026 | Train loss: 14.730243 | Val loss: 14.713352 | epoch time: 2.44s
Epoch 027 | Train loss: 14.600684 | Val loss: 15.047232 | epoch time: 2.54s
Epoch 028 | Train loss: 14.615513 | Val loss: 14.692849 | epoch time: 2.30s
