# -------------------------
Cluster: 14999994;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 50
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 57.040039 | Val loss: 26.945446 | epoch time: 3.03s
Epoch 001 | Train loss: 24.959074 | Val loss: 23.694706 | epoch time: 2.29s
Epoch 002 | Train loss: 22.712775 | Val loss: 23.095953 | epoch time: 2.49s
Epoch 003 | Train loss: 21.589019 | Val loss: 20.668773 | epoch time: 2.28s
Epoch 004 | Train loss: 20.157909 | Val loss: 19.110100 | epoch time: 2.56s
Epoch 005 | Train loss: 19.665062 | Val loss: 18.759743 | epoch time: 2.48s
Epoch 006 | Train loss: 18.577228 | Val loss: 18.296792 | epoch time: 2.55s
Epoch 007 | Train loss: 18.208849 | Val loss: 18.746149 | epoch time: 2.47s
Epoch 008 | Train loss: 17.969703 | Val loss: 17.683707 | epoch time: 2.47s
Epoch 009 | Train loss: 17.245562 | Val loss: 17.295076 | epoch time: 2.50s
Epoch 010 | Train loss: 16.858352 | Val loss: 16.612052 | epoch time: 2.54s
Epoch 011 | Train loss: 16.433044 | Val loss: 16.223894 | epoch time: 2.49s
Epoch 012 | Train loss: 15.883546 | Val loss: 16.293257 | epoch time: 2.52s
Epoch 013 | Train loss: 15.835625 | Val loss: 15.511310 | epoch time: 2.35s
Epoch 014 | Train loss: 15.448190 | Val loss: 15.704963 | epoch time: 2.52s
Epoch 015 | Train loss: 15.322672 | Val loss: 15.551636 | epoch time: 2.32s
Epoch 016 | Train loss: 14.925290 | Val loss: 15.119620 | epoch time: 2.46s
Epoch 017 | Train loss: 14.683082 | Val loss: 14.862494 | epoch time: 2.44s
Epoch 018 | Train loss: 14.562797 | Val loss: 14.163957 | epoch time: 2.57s
Epoch 019 | Train loss: 14.409006 | Val loss: 14.348305 | epoch time: 2.35s
Epoch 020 | Train loss: 14.156629 | Val loss: 13.804695 | epoch time: 2.49s
Epoch 021 | Train loss: 14.156680 | Val loss: 14.471442 | epoch time: 2.57s
Epoch 022 | Train loss: 14.026564 | Val loss: 14.039753 | epoch time: 2.48s
Epoch 023 | Train loss: 14.094468 | Val loss: 14.278428 | epoch time: 2.67s
Epoch 024 | Train loss: 14.451898 | Val loss: 13.816172 | epoch time: 2.45s
Epoch 025 | Train loss: 13.639950 | Val loss: 14.002828 | epoch time: 2.62s
Epoch 026 | Train loss: 13.550238 | Val loss: 13.569319 | epoch time: 2.45s
Epoch 027 | Train loss: 13.596692 | Val loss: 14.321163 | epoch time: 2.46s
Epoch 028 | Train loss: 13.418776 | Val loss: 13.661795 | epoch time: 2.37s
Epoch 029 | Train loss: 13.648739 | Val loss: 13.385495 | epoch time: 2.50s
Epoch 030 | Train loss: 13.130870 | Val loss: 14.035699 | epoch time: 2.51s
Epoch 031 | Train loss: 13.358407 | Val loss: 13.708467 | epoch time: 2.53s
Epoch 032 | Train loss: 13.190902 | Val loss: 12.955037 | epoch time: 2.44s
Epoch 033 | Train loss: 12.895849 | Val loss: 13.374219 | epoch time: 2.40s
Epoch 034 | Train loss: 13.213268 | Val loss: 13.178544 | epoch time: 2.44s
Epoch 035 | Train loss: 13.098823 | Val loss: 13.125409 | epoch time: 2.42s
Epoch 036 | Train loss: 12.801404 | Val loss: 12.970667 | epoch time: 2.44s
Epoch 037 | Train loss: 12.727074 | Val loss: 13.053131 | epoch time: 2.46s
Epoch 038 | Train loss: 12.506624 | Val loss: 12.334826 | epoch time: 2.40s
Epoch 039 | Train loss: 12.436951 | Val loss: 12.542974 | epoch time: 2.49s
Epoch 040 | Train loss: 12.618082 | Val loss: 12.636615 | epoch time: 2.34s
Epoch 041 | Train loss: 12.343537 | Val loss: 13.056211 | epoch time: 2.49s
Epoch 042 | Train loss: 12.589669 | Val loss: 13.547037 | epoch time: 2.38s
Epoch 043 | Train loss: 12.655796 | Val loss: 12.040611 | epoch time: 2.53s
Epoch 044 | Train loss: 12.542450 | Val loss: 13.103577 | epoch time: 2.37s
Epoch 045 | Train loss: 12.369932 | Val loss: 11.961945 | epoch time: 2.52s
Epoch 046 | Train loss: 12.170754 | Val loss: 12.196742 | epoch time: 2.32s
Epoch 047 | Train loss: 12.022143 | Val loss: 13.541257 | epoch time: 2.42s
Epoch 048 | Train loss: 12.765945 | Val loss: 12.493825 | epoch time: 2.32s
Epoch 049 | Train loss: 12.228015 | Val loss: 12.779294 | epoch time: 2.48s
Epoch 050 | Train loss: 12.139352 | Val loss: 12.012891 | epoch time: 2.52s
Epoch 051 | Train loss: 12.062355 | Val loss: 12.891190 | epoch time: 2.37s
Epoch 052 | Train loss: 11.535774 | Val loss: 11.263476 | epoch time: 2.47s
Epoch 053 | Train loss: 10.946092 | Val loss: 11.145285 | epoch time: 2.32s
Epoch 054 | Train loss: 10.918063 | Val loss: 11.276326 | epoch time: 2.55s
Epoch 055 | Train loss: 10.854702 | Val loss: 10.915200 | epoch time: 2.40s
Epoch 056 | Train loss: 10.749648 | Val loss: 11.059593 | epoch time: 2.48s
Epoch 057 | Train loss: 10.704922 | Val loss: 10.877319 | epoch time: 2.55s
Epoch 058 | Train loss: 10.821363 | Val loss: 10.864872 | epoch time: 2.48s
Epoch 059 | Train loss: 10.630268 | Val loss: 10.874217 | epoch time: 2.44s
Epoch 060 | Train loss: 10.596565 | Val loss: 10.770795 | epoch time: 2.41s
Epoch 061 | Train loss: 10.527051 | Val loss: 10.747703 | epoch time: 2.48s
Epoch 062 | Train loss: 10.522124 | Val loss: 10.738938 | epoch time: 2.49s
Epoch 063 | Train loss: 10.435704 | Val loss: 10.679762 | epoch time: 2.44s
Epoch 064 | Train loss: 10.425529 | Val loss: 10.851977 | epoch time: 2.46s
Epoch 065 | Train loss: 10.430094 | Val loss: 10.447965 | epoch time: 2.53s
