# -------------------------
Cluster: 15000019;CONDOR_PROC=0   Process: None
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 8
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 32768
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 138.572791 | Val loss: 56.803647 | epoch time: 7.67s
Epoch 040 | Train loss: 17.844508 | Val loss: 17.970391 | epoch time: 4.42s
Epoch 041 | Train loss: 17.942472 | Val loss: 17.734672 | epoch time: 4.85s
Epoch 042 | Train loss: 17.604351 | Val loss: 17.569522 | epoch time: 4.46s
Epoch 043 | Train loss: 17.830071 | Val loss: 17.415051 | epoch time: 4.80s
Epoch 044 | Train loss: 18.068661 | Val loss: 18.771194 | epoch time: 4.45s
Epoch 045 | Train loss: 18.565973 | Val loss: 17.954667 | epoch time: 4.51s
Epoch 046 | Train loss: 17.774879 | Val loss: 17.321880 | epoch time: 4.95s
Epoch 047 | Train loss: 17.245681 | Val loss: 16.901896 | epoch time: 4.63s
Epoch 048 | Train loss: 16.903181 | Val loss: 16.901477 | epoch time: 4.07s
Epoch 049 | Train loss: 17.188413 | Val loss: 17.566688 | epoch time: 4.59s
Epoch 050 | Train loss: 17.152112 | Val loss: 16.984705 | epoch time: 4.55s
Epoch 051 | Train loss: 16.910207 | Val loss: 17.342783 | epoch time: 4.59s
Epoch 052 | Train loss: 17.117789 | Val loss: 17.167723 | epoch time: 4.40s
Epoch 053 | Train loss: 16.977923 | Val loss: 16.656942 | epoch time: 4.13s
Epoch 054 | Train loss: 16.866604 | Val loss: 16.967570 | epoch time: 4.82s
Epoch 055 | Train loss: 16.786425 | Val loss: 17.136478 | epoch time: 4.55s
Epoch 056 | Train loss: 16.906718 | Val loss: 17.016787 | epoch time: 4.61s
Epoch 057 | Train loss: 17.165479 | Val loss: 16.926200 | epoch time: 4.48s
Epoch 058 | Train loss: 16.771347 | Val loss: 16.713567 | epoch time: 4.35s
Epoch 059 | Train loss: 16.437713 | Val loss: 16.481017 | epoch time: 4.38s
Epoch 060 | Train loss: 16.550228 | Val loss: 16.761344 | epoch time: 4.62s
Epoch 061 | Train loss: 16.729154 | Val loss: 16.963521 | epoch time: 4.66s
Epoch 062 | Train loss: 16.915085 | Val loss: 16.580888 | epoch time: 5.27s
Epoch 063 | Train loss: 16.778266 | Val loss: 16.466139 | epoch time: 4.62s
Epoch 064 | Train loss: 16.317878 | Val loss: 16.263899 | epoch time: 4.72s
Epoch 065 | Train loss: 16.358985 | Val loss: 16.371847 | epoch time: 4.37s
Epoch 066 | Train loss: 16.149044 | Val loss: 16.057119 | epoch time: 4.62s
Epoch 067 | Train loss: 16.401911 | Val loss: 17.410808 | epoch time: 4.58s
Epoch 068 | Train loss: 16.698645 | Val loss: 16.365518 | epoch time: 4.69s
Epoch 069 | Train loss: 16.093623 | Val loss: 16.106738 | epoch time: 4.57s
Epoch 070 | Train loss: 16.299311 | Val loss: 16.355761 | epoch time: 4.35s
Epoch 071 | Train loss: 16.201787 | Val loss: 16.237599 | epoch time: 4.36s
Epoch 072 | Train loss: 16.164136 | Val loss: 16.158999 | epoch time: 4.39s
Epoch 073 | Train loss: 15.804031 | Val loss: 15.498494 | epoch time: 4.50s
Epoch 074 | Train loss: 15.453760 | Val loss: 15.446073 | epoch time: 4.87s
Epoch 075 | Train loss: 15.302772 | Val loss: 15.319772 | epoch time: 4.23s
Epoch 076 | Train loss: 15.211174 | Val loss: 15.262473 | epoch time: 4.55s
Epoch 077 | Train loss: 15.189362 | Val loss: 15.316475 | epoch time: 4.00s
Epoch 078 | Train loss: 15.187541 | Val loss: 15.387463 | epoch time: 4.57s
Epoch 079 | Train loss: 15.189670 | Val loss: 15.234412 | epoch time: 4.27s
Epoch 080 | Train loss: 15.130120 | Val loss: 15.196165 | epoch time: 4.39s
Epoch 081 | Train loss: 15.058219 | Val loss: 15.119620 | epoch time: 4.39s
Epoch 082 | Train loss: 15.013317 | Val loss: 15.056934 | epoch time: 4.43s
Epoch 083 | Train loss: 14.953585 | Val loss: 15.088048 | epoch time: 4.67s
Epoch 084 | Train loss: 14.937799 | Val loss: 14.987616 | epoch time: 4.33s
Epoch 085 | Train loss: 14.891309 | Val loss: 14.963577 | epoch time: 4.20s
Epoch 086 | Train loss: 14.874868 | Val loss: 15.107855 | epoch time: 4.00s
Epoch 087 | Train loss: 14.887287 | Val loss: 14.881382 | epoch time: 4.68s
Epoch 088 | Train loss: 14.786528 | Val loss: 14.919015 | epoch time: 4.22s
Epoch 089 | Train loss: 14.799275 | Val loss: 14.859434 | epoch time: 4.69s
Epoch 090 | Train loss: 14.769282 | Val loss: 14.879960 | epoch time: 4.61s
Epoch 091 | Train loss: 14.739048 | Val loss: 14.930515 | epoch time: 4.36s
Epoch 092 | Train loss: 14.756802 | Val loss: 14.962301 | epoch time: 4.63s
Epoch 093 | Train loss: 14.753887 | Val loss: 14.890812 | epoch time: 4.57s
Epoch 094 | Train loss: 14.759050 | Val loss: 14.786830 | epoch time: 4.86s
Epoch 095 | Train loss: 14.643312 | Val loss: 14.690576 | epoch time: 4.28s
Epoch 096 | Train loss: 14.587915 | Val loss: 14.836702 | epoch time: 4.75s
Epoch 097 | Train loss: 14.653900 | Val loss: 14.745209 | epoch time: 4.25s
Epoch 098 | Train loss: 14.627609 | Val loss: 14.705253 | epoch time: 4.63s
Epoch 099 | Train loss: 14.595305 | Val loss: 14.596586 | epoch time: 4.23s
Epoch 100 | Train loss: 14.528676 | Val loss: 14.547832 | epoch time: 4.60s
Epoch 101 | Train loss: 14.443703 | Val loss: 14.740945 | epoch time: 4.06s
Epoch 102 | Train loss: 14.555919 | Val loss: 14.578756 | epoch time: 4.69s
Epoch 103 | Train loss: 14.455474 | Val loss: 14.526594 | epoch time: 4.61s
Epoch 104 | Train loss: 14.399567 | Val loss: 14.507407 | epoch time: 4.89s
Epoch 105 | Train loss: 14.400424 | Val loss: 14.480469 | epoch time: 4.48s
Epoch 106 | Train loss: 14.365270 | Val loss: 14.421846 | epoch time: 4.52s
Epoch 107 | Train loss: 14.370292 | Val loss: 14.486096 | epoch time: 4.33s
Epoch 108 | Train loss: 14.366311 | Val loss: 14.522099 | epoch time: 4.62s
Epoch 109 | Train loss: 14.366944 | Val loss: 14.406290 | epoch time: 4.41s
Epoch 110 | Train loss: 14.324727 | Val loss: 14.452702 | epoch time: 4.56s
Epoch 111 | Train loss: 14.292307 | Val loss: 14.343455 | epoch time: 4.31s
Epoch 112 | Train loss: 14.228448 | Val loss: 14.400556 | epoch time: 4.66s
Epoch 113 | Train loss: 14.238020 | Val loss: 14.389805 | epoch time: 4.57s
Epoch 114 | Train loss: 14.225606 | Val loss: 14.487133 | epoch time: 5.07s
Epoch 115 | Train loss: 14.281036 | Val loss: 14.334404 | epoch time: 4.94s
Epoch 116 | Train loss: 14.164353 | Val loss: 14.337844 | epoch time: 4.85s
Epoch 117 | Train loss: 14.228557 | Val loss: 14.255006 | epoch time: 4.87s
Epoch 118 | Train loss: 14.150790 | Val loss: 14.161113 | epoch time: 4.76s
Epoch 119 | Train loss: 14.132079 | Val loss: 14.360751 | epoch time: 4.48s
Epoch 120 | Train loss: 14.243871 | Val loss: 14.320409 | epoch time: 4.54s
Epoch 121 | Train loss: 14.125304 | Val loss: 14.152762 | epoch time: 4.74s
Epoch 122 | Train loss: 14.305217 | Val loss: 14.443954 | epoch time: 4.84s
Epoch 123 | Train loss: 14.231380 | Val loss: 14.208511 | epoch time: 4.58s
Epoch 124 | Train loss: 14.112408 | Val loss: 14.176024 | epoch time: 4.55s
Epoch 125 | Train loss: 14.089124 | Val loss: 14.329261 | epoch time: 4.70s
Epoch 126 | Train loss: 14.074654 | Val loss: 14.071192 | epoch time: 4.63s
Epoch 127 | Train loss: 14.011653 | Val loss: 14.151676 | epoch time: 4.78s
Epoch 128 | Train loss: 14.088585 | Val loss: 14.234354 | epoch time: 5.00s
Epoch 129 | Train loss: 14.080709 | Val loss: 14.304334 | epoch time: 4.32s
Epoch 130 | Train loss: 14.168205 | Val loss: 14.308093 | epoch time: 4.35s
Epoch 131 | Train loss: 14.098615 | Val loss: 14.139112 | epoch time: 4.38s
Epoch 132 | Train loss: 13.979470 | Val loss: 14.161200 | epoch time: 4.50s
Epoch 133 | Train loss: 13.963522 | Val loss: 13.946608 | epoch time: 4.73s
Epoch 134 | Train loss: 13.855402 | Val loss: 13.971200 | epoch time: 4.84s
Epoch 135 | Train loss: 13.806617 | Val loss: 13.895763 | epoch time: 4.55s
Epoch 136 | Train loss: 13.762730 | Val loss: 13.857624 | epoch time: 4.49s
Epoch 137 | Train loss: 13.745833 | Val loss: 13.840673 | epoch time: 4.33s
Epoch 138 | Train loss: 13.721070 | Val loss: 13.846194 | epoch time: 4.44s
Epoch 139 | Train loss: 13.719221 | Val loss: 13.810400 | epoch time: 4.61s
Epoch 140 | Train loss: 13.704323 | Val loss: 13.824741 | epoch time: 4.56s
Epoch 141 | Train loss: 13.686923 | Val loss: 13.776337 | epoch time: 4.62s
Epoch 142 | Train loss: 13.677626 | Val loss: 13.805796 | epoch time: 4.49s
Epoch 143 | Train loss: 13.667435 | Val loss: 13.756483 | epoch time: 4.69s
Epoch 144 | Train loss: 13.656998 | Val loss: 13.794141 | epoch time: 4.15s
Epoch 145 | Train loss: 13.651138 | Val loss: 13.748100 | epoch time: 4.53s
Epoch 146 | Train loss: 13.643665 | Val loss: 13.766940 | epoch time: 4.28s
Epoch 147 | Train loss: 13.635514 | Val loss: 13.728054 | epoch time: 4.72s
Epoch 148 | Train loss: 13.626037 | Val loss: 13.769797 | epoch time: 4.51s
Epoch 149 | Train loss: 13.623538 | Val loss: 13.716130 | epoch time: 4.75s
Epoch 150 | Train loss: 13.616571 | Val loss: 13.736413 | epoch time: 4.64s
Epoch 151 | Train loss: 13.608751 | Val loss: 13.705791 | epoch time: 4.49s
Epoch 152 | Train loss: 13.602883 | Val loss: 13.738211 | epoch time: 4.68s
Epoch 153 | Train loss: 13.598868 | Val loss: 13.692111 | epoch time: 4.34s
Epoch 154 | Train loss: 13.589243 | Val loss: 13.715928 | epoch time: 4.27s
Epoch 155 | Train loss: 13.583923 | Val loss: 13.674849 | epoch time: 4.61s
Epoch 156 | Train loss: 13.576637 | Val loss: 13.720832 | epoch time: 4.30s
Epoch 157 | Train loss: 13.576023 | Val loss: 13.664987 | epoch time: 4.55s
Epoch 158 | Train loss: 13.567505 | Val loss: 13.703598 | epoch time: 4.59s
Epoch 159 | Train loss: 13.560956 | Val loss: 13.657587 | epoch time: 5.09s
Epoch 160 | Train loss: 13.551721 | Val loss: 13.703056 | epoch time: 4.50s
Epoch 161 | Train loss: 13.549756 | Val loss: 13.643887 | epoch time: 4.46s
Epoch 162 | Train loss: 13.541372 | Val loss: 13.687489 | epoch time: 4.86s
Epoch 163 | Train loss: 13.538200 | Val loss: 13.643472 | epoch time: 4.83s
Epoch 164 | Train loss: 13.554067 | Val loss: 13.671726 | epoch time: 4.73s
Epoch 165 | Train loss: 13.544220 | Val loss: 13.635103 | epoch time: 4.44s
Epoch 166 | Train loss: 13.533292 | Val loss: 13.670657 | epoch time: 4.89s
Epoch 167 | Train loss: 13.525824 | Val loss: 13.624459 | epoch time: 4.46s
Epoch 168 | Train loss: 13.519117 | Val loss: 13.641127 | epoch time: 4.90s
Epoch 169 | Train loss: 13.508440 | Val loss: 13.606041 | epoch time: 4.34s
Epoch 170 | Train loss: 13.500839 | Val loss: 13.634283 | epoch time: 4.44s
Epoch 171 | Train loss: 13.493820 | Val loss: 13.584821 | epoch time: 4.19s
Epoch 172 | Train loss: 13.485479 | Val loss: 13.642521 | epoch time: 4.29s
Epoch 173 | Train loss: 13.484192 | Val loss: 13.583589 | epoch time: 4.61s
Epoch 174 | Train loss: 13.481706 | Val loss: 13.619322 | epoch time: 4.80s
Epoch 175 | Train loss: 13.475299 | Val loss: 13.587532 | epoch time: 4.60s
Epoch 176 | Train loss: 13.475634 | Val loss: 13.598514 | epoch time: 5.04s
Epoch 177 | Train loss: 13.461931 | Val loss: 13.557020 | epoch time: 4.43s
Epoch 178 | Train loss: 13.456697 | Val loss: 13.602888 | epoch time: 4.83s
Epoch 179 | Train loss: 13.452258 | Val loss: 13.542577 | epoch time: 4.42s
Epoch 180 | Train loss: 13.445288 | Val loss: 13.596820 | epoch time: 4.80s
Epoch 181 | Train loss: 13.443324 | Val loss: 13.546580 | epoch time: 4.54s
Epoch 182 | Train loss: 13.440971 | Val loss: 13.579394 | epoch time: 4.56s
Epoch 183 | Train loss: 13.436174 | Val loss: 13.529415 | epoch time: 4.42s
Epoch 184 | Train loss: 13.427856 | Val loss: 13.575971 | epoch time: 4.90s
Epoch 185 | Train loss: 13.422743 | Val loss: 13.518505 | epoch time: 4.66s
Epoch 186 | Train loss: 13.417713 | Val loss: 13.565348 | epoch time: 5.00s
Epoch 187 | Train loss: 13.413998 | Val loss: 13.508250 | epoch time: 4.06s
Epoch 188 | Train loss: 13.405310 | Val loss: 13.574360 | epoch time: 4.65s
Epoch 189 | Train loss: 13.412804 | Val loss: 13.499922 | epoch time: 4.74s
Epoch 190 | Train loss: 13.409487 | Val loss: 13.529182 | epoch time: 4.48s
Epoch 191 | Train loss: 13.403541 | Val loss: 13.496659 | epoch time: 4.51s
Epoch 192 | Train loss: 13.390170 | Val loss: 13.555785 | epoch time: 4.47s
Epoch 193 | Train loss: 13.388210 | Val loss: 13.478725 | epoch time: 4.54s
Epoch 194 | Train loss: 13.380986 | Val loss: 13.524819 | epoch time: 4.51s
Epoch 195 | Train loss: 13.374322 | Val loss: 13.472845 | epoch time: 5.12s
Epoch 196 | Train loss: 13.365972 | Val loss: 13.526709 | epoch time: 4.92s
Epoch 197 | Train loss: 13.363848 | Val loss: 13.463928 | epoch time: 5.21s
Epoch 198 | Train loss: 13.364985 | Val loss: 13.498755 | epoch time: 4.89s
Epoch 199 | Train loss: 13.362302 | Val loss: 13.464841 | epoch time: 4.96s
Epoch 200 | Train loss: 13.363372 | Val loss: 13.490470 | epoch time: 4.81s
Epoch 201 | Train loss: 13.353559 | Val loss: 13.452310 | epoch time: 5.71s
Epoch 202 | Train loss: 13.345134 | Val loss: 13.495814 | epoch time: 4.90s
Epoch 203 | Train loss: 13.343861 | Val loss: 13.437497 | epoch time: 4.55s
Epoch 204 | Train loss: 13.346395 | Val loss: 13.494363 | epoch time: 4.80s
Epoch 205 | Train loss: 13.338415 | Val loss: 13.432182 | epoch time: 4.92s
Epoch 206 | Train loss: 13.324032 | Val loss: 13.489116 | epoch time: 4.62s
Epoch 207 | Train loss: 13.318009 | Val loss: 13.423376 | epoch time: 4.97s
Epoch 208 | Train loss: 13.316999 | Val loss: 13.480274 | epoch time: 4.94s
Epoch 209 | Train loss: 13.316352 | Val loss: 13.407521 | epoch time: 5.10s
Epoch 210 | Train loss: 13.305316 | Val loss: 13.483704 | epoch time: 4.63s
Epoch 211 | Train loss: 13.317429 | Val loss: 13.408984 | epoch time: 4.41s
Epoch 212 | Train loss: 13.304724 | Val loss: 13.447611 | epoch time: 4.25s
Epoch 213 | Train loss: 13.294862 | Val loss: 13.394222 | epoch time: 4.47s
Epoch 214 | Train loss: 13.286190 | Val loss: 13.445586 | epoch time: 4.39s
Epoch 215 | Train loss: 13.281390 | Val loss: 13.384146 | epoch time: 5.09s
Epoch 216 | Train loss: 13.282467 | Val loss: 13.420134 | epoch time: 4.74s
Epoch 217 | Train loss: 13.277815 | Val loss: 13.379583 | epoch time: 5.07s
Epoch 218 | Train loss: 13.278297 | Val loss: 13.425970 | epoch time: 4.38s
Epoch 219 | Train loss: 13.268476 | Val loss: 13.368750 | epoch time: 4.46s
Epoch 220 | Train loss: 13.264105 | Val loss: 13.424013 | epoch time: 4.61s
Epoch 221 | Train loss: 13.261377 | Val loss: 13.351735 | epoch time: 4.70s
Epoch 222 | Train loss: 13.255489 | Val loss: 13.404174 | epoch time: 4.59s
Epoch 223 | Train loss: 13.246676 | Val loss: 13.345259 | epoch time: 4.70s
Epoch 224 | Train loss: 13.240896 | Val loss: 13.408399 | epoch time: 4.52s
Epoch 225 | Train loss: 13.242114 | Val loss: 13.341291 | epoch time: 4.40s
Epoch 226 | Train loss: 13.233638 | Val loss: 13.405453 | epoch time: 4.59s
Epoch 227 | Train loss: 13.239713 | Val loss: 13.343249 | epoch time: 4.82s
Epoch 228 | Train loss: 13.249570 | Val loss: 13.394364 | epoch time: 4.50s
Epoch 229 | Train loss: 13.240969 | Val loss: 13.343582 | epoch time: 4.54s
Epoch 230 | Train loss: 13.229292 | Val loss: 13.399060 | epoch time: 4.55s
Epoch 231 | Train loss: 13.233162 | Val loss: 13.328881 | epoch time: 3.91s
Epoch 232 | Train loss: 13.218169 | Val loss: 13.374652 | epoch time: 4.68s
Epoch 233 | Train loss: 13.212449 | Val loss: 13.310621 | epoch time: 4.61s
Epoch 234 | Train loss: 13.211745 | Val loss: 13.373395 | epoch time: 4.86s
Epoch 235 | Train loss: 13.204298 | Val loss: 13.309018 | epoch time: 5.09s
Epoch 236 | Train loss: 13.202139 | Val loss: 13.380563 | epoch time: 5.06s
Epoch 237 | Train loss: 13.205848 | Val loss: 13.293183 | epoch time: 4.96s
Epoch 238 | Train loss: 13.197688 | Val loss: 13.347415 | epoch time: 5.23s
Epoch 239 | Train loss: 13.188969 | Val loss: 13.299614 | epoch time: 4.55s
Epoch 240 | Train loss: 13.198356 | Val loss: 13.349756 | epoch time: 4.25s
Epoch 241 | Train loss: 13.194436 | Val loss: 13.283716 | epoch time: 4.62s
Epoch 242 | Train loss: 13.179225 | Val loss: 13.343718 | epoch time: 5.03s
Epoch 243 | Train loss: 13.173026 | Val loss: 13.285997 | epoch time: 4.87s
Epoch 244 | Train loss: 13.170512 | Val loss: 13.330580 | epoch time: 5.20s
Epoch 245 | Train loss: 13.165961 | Val loss: 13.260109 | epoch time: 4.23s
Epoch 246 | Train loss: 13.163919 | Val loss: 13.324348 | epoch time: 5.06s
Epoch 247 | Train loss: 13.158832 | Val loss: 13.258095 | epoch time: 4.58s
Epoch 248 | Train loss: 13.149876 | Val loss: 13.326731 | epoch time: 4.68s
Epoch 249 | Train loss: 13.150947 | Val loss: 13.261557 | epoch time: 4.65s
Stopping. Best val: 13.258095 at epoch 247
