# -------------------------
Cluster: 14999993;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 28
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 60.860841 | Val loss: 29.640705 | epoch time: 11.99s
Epoch 001 | Train loss: 25.707858 | Val loss: 24.197710 | epoch time: 4.68s
Epoch 002 | Train loss: 23.521951 | Val loss: 22.673509 | epoch time: 5.14s
Epoch 003 | Train loss: 22.557178 | Val loss: 21.899280 | epoch time: 4.22s
Epoch 004 | Train loss: 21.439068 | Val loss: 21.059887 | epoch time: 4.69s
Epoch 005 | Train loss: 21.000908 | Val loss: 19.449727 | epoch time: 4.59s
Epoch 006 | Train loss: 19.230738 | Val loss: 18.519553 | epoch time: 4.52s
Epoch 007 | Train loss: 18.216647 | Val loss: 18.525633 | epoch time: 4.88s
Epoch 008 | Train loss: 17.988770 | Val loss: 18.171504 | epoch time: 4.70s
Epoch 009 | Train loss: 17.480621 | Val loss: 17.523677 | epoch time: 4.76s
Epoch 010 | Train loss: 17.132009 | Val loss: 16.674580 | epoch time: 5.05s
Epoch 011 | Train loss: 16.401968 | Val loss: 16.381994 | epoch time: 4.40s
Epoch 012 | Train loss: 16.604412 | Val loss: 16.793895 | epoch time: 4.74s
Epoch 013 | Train loss: 16.141597 | Val loss: 16.104607 | epoch time: 4.43s
Epoch 014 | Train loss: 15.971344 | Val loss: 15.973950 | epoch time: 4.87s
Epoch 015 | Train loss: 16.257380 | Val loss: 15.695045 | epoch time: 4.44s
Epoch 016 | Train loss: 15.313842 | Val loss: 16.018519 | epoch time: 4.48s
Epoch 017 | Train loss: 15.401754 | Val loss: 15.993515 | epoch time: 4.42s
Epoch 018 | Train loss: 15.168833 | Val loss: 15.167431 | epoch time: 4.54s
Epoch 019 | Train loss: 14.909741 | Val loss: 14.900066 | epoch time: 4.44s
Epoch 020 | Train loss: 15.051995 | Val loss: 16.103807 | epoch time: 4.49s
Epoch 021 | Train loss: 15.254066 | Val loss: 14.567658 | epoch time: 4.64s
Epoch 022 | Train loss: 14.426405 | Val loss: 14.823286 | epoch time: 4.29s
Epoch 023 | Train loss: 14.618240 | Val loss: 14.646527 | epoch time: 4.28s
Epoch 024 | Train loss: 14.488612 | Val loss: 14.224035 | epoch time: 4.33s
Epoch 025 | Train loss: 13.931397 | Val loss: 13.941070 | epoch time: 4.70s
Epoch 026 | Train loss: 14.171122 | Val loss: 14.446025 | epoch time: 4.25s
Epoch 027 | Train loss: 14.145717 | Val loss: 14.231575 | epoch time: 4.37s
Epoch 028 | Train loss: 13.975733 | Val loss: 14.846201 | epoch time: 4.31s
Epoch 029 | Train loss: 13.905947 | Val loss: 13.721873 | epoch time: 4.48s
Epoch 030 | Train loss: 13.745698 | Val loss: 13.466395 | epoch time: 4.20s
Epoch 031 | Train loss: 13.297808 | Val loss: 13.807485 | epoch time: 4.58s
Epoch 032 | Train loss: 13.426213 | Val loss: 13.759357 | epoch time: 4.90s
Epoch 033 | Train loss: 13.619597 | Val loss: 13.473491 | epoch time: 4.38s
Epoch 034 | Train loss: 13.438655 | Val loss: 13.052972 | epoch time: 4.61s
Epoch 035 | Train loss: 13.018453 | Val loss: 13.359944 | epoch time: 4.27s
Epoch 036 | Train loss: 13.080832 | Val loss: 13.814974 | epoch time: 4.23s
Epoch 037 | Train loss: 13.069668 | Val loss: 13.118961 | epoch time: 4.72s
Epoch 038 | Train loss: 13.007929 | Val loss: 13.790490 | epoch time: 4.55s
Epoch 039 | Train loss: 12.943160 | Val loss: 12.922341 | epoch time: 4.42s
Epoch 040 | Train loss: 12.627612 | Val loss: 12.920298 | epoch time: 4.51s
Epoch 041 | Train loss: 13.081090 | Val loss: 12.769057 | epoch time: 4.56s
Epoch 042 | Train loss: 12.887685 | Val loss: 13.072061 | epoch time: 4.28s
Epoch 043 | Train loss: 12.813461 | Val loss: 12.666107 | epoch time: 4.51s
Epoch 044 | Train loss: 12.875532 | Val loss: 13.230841 | epoch time: 4.45s
Epoch 045 | Train loss: 12.685618 | Val loss: 12.701598 | epoch time: 4.81s
Epoch 046 | Train loss: 12.526173 | Val loss: 12.481173 | epoch time: 4.63s
Epoch 047 | Train loss: 12.531643 | Val loss: 13.023989 | epoch time: 4.39s
Epoch 048 | Train loss: 12.389548 | Val loss: 12.659415 | epoch time: 4.40s
Epoch 049 | Train loss: 12.352351 | Val loss: 12.904984 | epoch time: 4.33s
Epoch 050 | Train loss: 12.502396 | Val loss: 12.876125 | epoch time: 4.54s
Epoch 051 | Train loss: 12.675992 | Val loss: 12.261869 | epoch time: 4.82s
Epoch 052 | Train loss: 12.584666 | Val loss: 13.223178 | epoch time: 4.54s
Epoch 053 | Train loss: 12.524640 | Val loss: 12.144679 | epoch time: 4.53s
Epoch 054 | Train loss: 12.565395 | Val loss: 12.706177 | epoch time: 4.39s
Epoch 055 | Train loss: 12.256477 | Val loss: 13.172549 | epoch time: 4.48s
Epoch 056 | Train loss: 12.579753 | Val loss: 12.734696 | epoch time: 4.40s
Epoch 057 | Train loss: 12.431671 | Val loss: 12.087956 | epoch time: 4.38s
Epoch 058 | Train loss: 11.964754 | Val loss: 12.235263 | epoch time: 4.45s
Epoch 059 | Train loss: 11.970501 | Val loss: 12.540519 | epoch time: 4.77s
Epoch 060 | Train loss: 12.578778 | Val loss: 11.774990 | epoch time: 4.61s
