# -------------------------
Cluster: 15000010;CONDOR_PROC=0   Process: None
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 24
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 32768
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 143.616870 | Val loss: 62.503228 | epoch time: 13.14s
Epoch 001 | Train loss: 48.744598 | Val loss: 33.943950 | epoch time: 12.16s
Epoch 002 | Train loss: 30.956437 | Val loss: 29.721819 | epoch time: 12.57s
Epoch 003 | Train loss: 28.429802 | Val loss: 26.496516 | epoch time: 12.34s
Epoch 004 | Train loss: 25.594385 | Val loss: 24.238373 | epoch time: 12.55s
Epoch 005 | Train loss: 24.246179 | Val loss: 23.758635 | epoch time: 12.46s
Epoch 006 | Train loss: 23.878911 | Val loss: 23.234519 | epoch time: 12.60s
Epoch 007 | Train loss: 23.463183 | Val loss: 22.813471 | epoch time: 12.80s
Epoch 008 | Train loss: 22.872750 | Val loss: 22.608569 | epoch time: 12.73s
Epoch 009 | Train loss: 22.566914 | Val loss: 22.311724 | epoch time: 12.77s
Epoch 010 | Train loss: 22.191284 | Val loss: 22.475369 | epoch time: 12.75s
Epoch 011 | Train loss: 22.508032 | Val loss: 21.951259 | epoch time: 12.81s
Epoch 012 | Train loss: 21.798686 | Val loss: 22.176177 | epoch time: 12.94s
Epoch 013 | Train loss: 21.758533 | Val loss: 21.987272 | epoch time: 12.72s
Epoch 014 | Train loss: 21.633246 | Val loss: 21.056675 | epoch time: 12.87s
Epoch 015 | Train loss: 21.103247 | Val loss: 20.672349 | epoch time: 12.76s
Epoch 016 | Train loss: 20.875347 | Val loss: 20.975947 | epoch time: 13.10s
Epoch 017 | Train loss: 21.063951 | Val loss: 21.006822 | epoch time: 12.48s
Epoch 018 | Train loss: 20.837074 | Val loss: 20.286842 | epoch time: 12.89s
Epoch 019 | Train loss: 20.222085 | Val loss: 20.187827 | epoch time: 12.65s
Epoch 020 | Train loss: 20.126401 | Val loss: 19.579791 | epoch time: 12.50s
Epoch 021 | Train loss: 19.687296 | Val loss: 19.114648 | epoch time: 12.58s
Epoch 022 | Train loss: 19.647264 | Val loss: 19.549172 | epoch time: 12.42s
Epoch 023 | Train loss: 19.517851 | Val loss: 19.552147 | epoch time: 12.89s
Epoch 024 | Train loss: 19.572898 | Val loss: 20.329157 | epoch time: 12.48s
Epoch 025 | Train loss: 20.242443 | Val loss: 20.539220 | epoch time: 12.51s
Epoch 026 | Train loss: 20.117214 | Val loss: 19.184557 | epoch time: 12.52s
Epoch 027 | Train loss: 19.175359 | Val loss: 19.165152 | epoch time: 12.86s
Epoch 028 | Train loss: 18.704079 | Val loss: 18.209845 | epoch time: 12.60s
Epoch 029 | Train loss: 18.104351 | Val loss: 17.952629 | epoch time: 12.95s
Epoch 030 | Train loss: 17.835251 | Val loss: 17.680561 | epoch time: 12.73s
Epoch 031 | Train loss: 17.618167 | Val loss: 17.512282 | epoch time: 12.81s
Epoch 032 | Train loss: 17.430076 | Val loss: 17.355694 | epoch time: 12.73s
Epoch 033 | Train loss: 17.265115 | Val loss: 17.136645 | epoch time: 12.73s
Epoch 034 | Train loss: 17.121743 | Val loss: 17.183265 | epoch time: 12.70s
Epoch 035 | Train loss: 17.060422 | Val loss: 16.877204 | epoch time: 12.79s
Epoch 036 | Train loss: 16.797742 | Val loss: 16.759359 | epoch time: 12.65s
Epoch 037 | Train loss: 16.682599 | Val loss: 16.815014 | epoch time: 12.78s
Epoch 038 | Train loss: 16.708482 | Val loss: 16.597317 | epoch time: 12.73s
Epoch 039 | Train loss: 16.491923 | Val loss: 16.385101 | epoch time: 12.71s
Epoch 040 | Train loss: 16.328831 | Val loss: 16.388371 | epoch time: 12.43s
Epoch 041 | Train loss: 16.357330 | Val loss: 16.368534 | epoch time: 12.79s
Epoch 042 | Train loss: 16.281007 | Val loss: 16.128924 | epoch time: 12.57s
Epoch 043 | Train loss: 16.015906 | Val loss: 16.001814 | epoch time: 12.73s
Epoch 044 | Train loss: 15.910189 | Val loss: 15.869072 | epoch time: 12.40s
Epoch 045 | Train loss: 15.770762 | Val loss: 15.993551 | epoch time: 12.72s
Epoch 046 | Train loss: 15.964992 | Val loss: 15.944109 | epoch time: 12.59s
Epoch 047 | Train loss: 15.907293 | Val loss: 15.889740 | epoch time: 12.62s
Epoch 048 | Train loss: 15.769471 | Val loss: 15.726238 | epoch time: 12.60s
Epoch 049 | Train loss: 15.671397 | Val loss: 15.588945 | epoch time: 12.68s
Epoch 050 | Train loss: 15.652428 | Val loss: 15.971241 | epoch time: 12.40s
Epoch 051 | Train loss: 15.678109 | Val loss: 15.608916 | epoch time: 12.42s
Epoch 052 | Train loss: 15.668074 | Val loss: 15.708901 | epoch time: 12.63s
Epoch 053 | Train loss: 15.541561 | Val loss: 15.416904 | epoch time: 12.55s
Epoch 054 | Train loss: 15.493565 | Val loss: 15.459798 | epoch time: 12.63s
Epoch 055 | Train loss: 15.366482 | Val loss: 15.478131 | epoch time: 12.73s
Epoch 056 | Train loss: 15.315070 | Val loss: 15.281722 | epoch time: 12.58s
Epoch 057 | Train loss: 15.223139 | Val loss: 15.240583 | epoch time: 12.62s
Epoch 058 | Train loss: 15.206794 | Val loss: 15.062405 | epoch time: 12.63s
Epoch 059 | Train loss: 15.137602 | Val loss: 15.138681 | epoch time: 12.36s
