# -------------------------
Cluster: 14999997;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 50
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 63.106068 | Val loss: 31.657738 | epoch time: 2.92s
Epoch 041 | Train loss: 13.275445 | Val loss: 13.351265 | epoch time: 2.40s
Epoch 042 | Train loss: 13.146570 | Val loss: 13.064610 | epoch time: 2.39s
Epoch 043 | Train loss: 13.090771 | Val loss: 13.074499 | epoch time: 2.48s
Epoch 044 | Train loss: 12.554915 | Val loss: 12.499981 | epoch time: 2.38s
Epoch 045 | Train loss: 12.787085 | Val loss: 12.531504 | epoch time: 2.41s
Epoch 046 | Train loss: 12.392741 | Val loss: 12.511567 | epoch time: 2.36s
Epoch 047 | Train loss: 12.605669 | Val loss: 12.617144 | epoch time: 2.38s
Epoch 048 | Train loss: 12.570907 | Val loss: 13.218457 | epoch time: 2.34s
Epoch 049 | Train loss: 13.079480 | Val loss: 12.709423 | epoch time: 2.52s
Epoch 050 | Train loss: 12.673184 | Val loss: 12.283758 | epoch time: 2.47s
Epoch 051 | Train loss: 12.175045 | Val loss: 13.447918 | epoch time: 2.37s
Epoch 052 | Train loss: 12.277137 | Val loss: 12.587008 | epoch time: 2.47s
Epoch 053 | Train loss: 12.140793 | Val loss: 13.202814 | epoch time: 2.37s
Epoch 054 | Train loss: 12.048705 | Val loss: 12.229461 | epoch time: 2.40s
Epoch 055 | Train loss: 12.164087 | Val loss: 12.018600 | epoch time: 2.36s
Epoch 056 | Train loss: 12.168938 | Val loss: 13.527039 | epoch time: 2.44s
Epoch 057 | Train loss: 12.205363 | Val loss: 11.953527 | epoch time: 2.51s
Epoch 058 | Train loss: 12.180069 | Val loss: 12.357446 | epoch time: 2.49s
Epoch 059 | Train loss: 11.705396 | Val loss: 11.775761 | epoch time: 2.39s
Epoch 060 | Train loss: 12.176100 | Val loss: 11.983768 | epoch time: 2.46s
Epoch 061 | Train loss: 11.719222 | Val loss: 12.325426 | epoch time: 2.46s
Epoch 062 | Train loss: 12.208066 | Val loss: 11.459768 | epoch time: 2.51s
Epoch 063 | Train loss: 12.814606 | Val loss: 12.390355 | epoch time: 2.66s
Epoch 064 | Train loss: 11.825916 | Val loss: 11.866206 | epoch time: 2.50s
Epoch 065 | Train loss: 11.712158 | Val loss: 11.268561 | epoch time: 2.50s
Epoch 066 | Train loss: 11.438193 | Val loss: 11.523112 | epoch time: 2.57s
Epoch 067 | Train loss: 11.484349 | Val loss: 13.914855 | epoch time: 2.51s
Epoch 068 | Train loss: 12.398231 | Val loss: 12.553047 | epoch time: 2.49s
Epoch 069 | Train loss: 12.092410 | Val loss: 11.317247 | epoch time: 2.38s
Epoch 070 | Train loss: 11.501693 | Val loss: 12.121398 | epoch time: 2.48s
Epoch 071 | Train loss: 11.672638 | Val loss: 11.190538 | epoch time: 2.40s
Epoch 072 | Train loss: 10.994846 | Val loss: 11.462063 | epoch time: 2.53s
Epoch 073 | Train loss: 11.351387 | Val loss: 11.430076 | epoch time: 2.57s
Epoch 074 | Train loss: 11.593768 | Val loss: 11.581357 | epoch time: 2.49s
Epoch 075 | Train loss: 11.269951 | Val loss: 11.247970 | epoch time: 2.53s
Epoch 076 | Train loss: 11.399583 | Val loss: 11.199558 | epoch time: 2.46s
Epoch 077 | Train loss: 11.889934 | Val loss: 11.995860 | epoch time: 2.45s
Epoch 078 | Train loss: 10.865895 | Val loss: 10.464006 | epoch time: 2.46s
Epoch 079 | Train loss: 10.229278 | Val loss: 10.559017 | epoch time: 2.54s
Epoch 080 | Train loss: 10.147272 | Val loss: 10.195540 | epoch time: 2.47s
Epoch 081 | Train loss: 10.192071 | Val loss: 10.513357 | epoch time: 2.53s
Epoch 082 | Train loss: 10.052113 | Val loss: 10.175104 | epoch time: 2.44s
Epoch 083 | Train loss: 9.886889 | Val loss: 10.099226 | epoch time: 2.56s
Epoch 084 | Train loss: 10.049020 | Val loss: 10.252486 | epoch time: 2.56s
Epoch 085 | Train loss: 10.084237 | Val loss: 10.201977 | epoch time: 2.54s
Epoch 086 | Train loss: 9.933384 | Val loss: 10.191651 | epoch time: 2.39s
Epoch 087 | Train loss: 9.730655 | Val loss: 9.980136 | epoch time: 2.64s
Epoch 088 | Train loss: 9.676391 | Val loss: 9.861064 | epoch time: 2.39s
Epoch 089 | Train loss: 9.763349 | Val loss: 10.345067 | epoch time: 2.68s
Epoch 090 | Train loss: 10.207802 | Val loss: 10.267057 | epoch time: 2.46s
Epoch 091 | Train loss: 9.871908 | Val loss: 10.309789 | epoch time: 2.66s
Epoch 092 | Train loss: 10.111148 | Val loss: 10.057683 | epoch time: 2.42s
Epoch 093 | Train loss: 9.855512 | Val loss: 9.953485 | epoch time: 2.55s
Epoch 094 | Train loss: 9.784574 | Val loss: 10.429661 | epoch time: 2.45s
Epoch 095 | Train loss: 9.594660 | Val loss: 9.850491 | epoch time: 2.54s
Epoch 096 | Train loss: 9.510576 | Val loss: 9.846168 | epoch time: 2.49s
Epoch 097 | Train loss: 9.403478 | Val loss: 9.754055 | epoch time: 2.39s
Epoch 098 | Train loss: 9.373081 | Val loss: 9.607754 | epoch time: 2.37s
Epoch 099 | Train loss: 9.342777 | Val loss: 9.721759 | epoch time: 2.47s
Epoch 100 | Train loss: 9.335504 | Val loss: 9.807452 | epoch time: 2.46s
Epoch 101 | Train loss: 9.345984 | Val loss: 9.870018 | epoch time: 2.64s
Epoch 102 | Train loss: 9.324558 | Val loss: 9.738103 | epoch time: 2.55s
Epoch 103 | Train loss: 9.334875 | Val loss: 9.551737 | epoch time: 2.44s
Epoch 104 | Train loss: 9.250879 | Val loss: 9.608530 | epoch time: 2.34s
Epoch 105 | Train loss: 9.267797 | Val loss: 9.669337 | epoch time: 2.62s
Epoch 106 | Train loss: 9.242371 | Val loss: 9.631786 | epoch time: 2.46s
Epoch 107 | Train loss: 9.204216 | Val loss: 9.571432 | epoch time: 2.57s
Epoch 108 | Train loss: 9.202374 | Val loss: 9.585788 | epoch time: 2.43s
Epoch 109 | Train loss: 9.156701 | Val loss: 9.691983 | epoch time: 2.37s
Epoch 110 | Train loss: 9.088643 | Val loss: 9.714925 | epoch time: 2.50s
Epoch 111 | Train loss: 9.088716 | Val loss: 9.596796 | epoch time: 2.41s
Epoch 112 | Train loss: 9.067698 | Val loss: 9.637465 | epoch time: 2.52s
Epoch 113 | Train loss: 9.050604 | Val loss: 9.619200 | epoch time: 2.32s
Epoch 114 | Train loss: 9.032445 | Val loss: 9.746406 | epoch time: 2.54s
Epoch 115 | Train loss: 9.027557 | Val loss: 9.734659 | epoch time: 2.45s
Epoch 116 | Train loss: 8.998292 | Val loss: 9.709224 | epoch time: 2.57s
Epoch 117 | Train loss: 8.991672 | Val loss: 9.733065 | epoch time: 2.44s
Epoch 118 | Train loss: 8.983756 | Val loss: 9.750863 | epoch time: 2.60s
Stopping. Best val: 9.551737 at epoch 103
