# -------------------------
Cluster: 14999997;CONDOR_PROC=0   Process: unknown
# -------------------------
# Hyperparameters
# -------------------------
n_transforms        : 2
n_splines_bins      : 50
aux_nodes           : 256
aux_layers          : 2
n_passes_flow       : 2
initial_lr          : 0.003
scheduler_patience  : 5
early_stop_patience : 15
batch_size          : 8192
weight_decay        : 1e-05
max_epoch_number    : 250
z_width             : 20
conditions_dim      : 9
Epoch 000 | Train loss: 63.106068 | Val loss: 31.657738 | epoch time: 2.92s
Epoch 001 | Train loss: 26.795230 | Val loss: 25.233074 | epoch time: 2.25s
Epoch 002 | Train loss: 23.920598 | Val loss: 23.527044 | epoch time: 2.44s
Epoch 003 | Train loss: 22.541674 | Val loss: 22.590729 | epoch time: 2.29s
Epoch 004 | Train loss: 21.709552 | Val loss: 21.307343 | epoch time: 2.62s
Epoch 005 | Train loss: 20.444147 | Val loss: 20.390605 | epoch time: 2.48s
Epoch 006 | Train loss: 19.825103 | Val loss: 19.502215 | epoch time: 2.50s
Epoch 007 | Train loss: 18.962343 | Val loss: 18.755074 | epoch time: 2.37s
Epoch 008 | Train loss: 18.211345 | Val loss: 18.476927 | epoch time: 2.44s
Epoch 009 | Train loss: 17.692412 | Val loss: 17.250189 | epoch time: 2.46s
Epoch 010 | Train loss: 16.781920 | Val loss: 16.525584 | epoch time: 2.41s
Epoch 011 | Train loss: 16.248747 | Val loss: 16.401375 | epoch time: 2.47s
Epoch 012 | Train loss: 16.186706 | Val loss: 16.070053 | epoch time: 2.52s
Epoch 013 | Train loss: 16.093443 | Val loss: 16.186274 | epoch time: 2.44s
Epoch 014 | Train loss: 15.919640 | Val loss: 16.384423 | epoch time: 2.46s
Epoch 015 | Train loss: 16.049581 | Val loss: 15.678835 | epoch time: 2.33s
Epoch 016 | Train loss: 15.679359 | Val loss: 16.121831 | epoch time: 2.36s
Epoch 017 | Train loss: 15.522844 | Val loss: 15.212099 | epoch time: 2.38s
Epoch 018 | Train loss: 14.942750 | Val loss: 15.935070 | epoch time: 2.41s
Epoch 019 | Train loss: 15.514972 | Val loss: 15.538293 | epoch time: 2.22s
Epoch 020 | Train loss: 14.922690 | Val loss: 14.748791 | epoch time: 2.45s
Epoch 021 | Train loss: 14.729856 | Val loss: 14.568995 | epoch time: 2.40s
Epoch 022 | Train loss: 14.364365 | Val loss: 14.578377 | epoch time: 2.37s
Epoch 023 | Train loss: 14.503682 | Val loss: 15.095479 | epoch time: 2.52s
Epoch 024 | Train loss: 14.392455 | Val loss: 14.170319 | epoch time: 2.34s
Epoch 025 | Train loss: 14.373643 | Val loss: 14.729504 | epoch time: 2.54s
Epoch 026 | Train loss: 14.095425 | Val loss: 13.917258 | epoch time: 2.36s
Epoch 027 | Train loss: 14.477360 | Val loss: 13.959700 | epoch time: 2.49s
Epoch 028 | Train loss: 13.941897 | Val loss: 13.779014 | epoch time: 2.33s
Epoch 029 | Train loss: 13.890470 | Val loss: 14.127852 | epoch time: 2.41s
Epoch 030 | Train loss: 14.142496 | Val loss: 14.095834 | epoch time: 2.48s
Epoch 031 | Train loss: 13.966605 | Val loss: 14.216107 | epoch time: 2.48s
Epoch 032 | Train loss: 13.683099 | Val loss: 13.386206 | epoch time: 2.41s
Epoch 033 | Train loss: 13.411120 | Val loss: 13.718962 | epoch time: 2.36s
Epoch 034 | Train loss: 13.780257 | Val loss: 13.928024 | epoch time: 2.36s
Epoch 035 | Train loss: 13.181080 | Val loss: 13.621445 | epoch time: 2.37s
Epoch 036 | Train loss: 13.387816 | Val loss: 13.250135 | epoch time: 2.47s
Epoch 037 | Train loss: 13.176029 | Val loss: 13.463337 | epoch time: 2.38s
Epoch 038 | Train loss: 12.922068 | Val loss: 13.094735 | epoch time: 2.39s
Epoch 039 | Train loss: 12.997228 | Val loss: 13.638689 | epoch time: 2.40s
Epoch 040 | Train loss: 13.151415 | Val loss: 12.997908 | epoch time: 2.31s
